"age","gender","height_cm","weight_kg","body.fat_.","diastolic","systolic","gripForce","sit.and.bend.forward_cm","sit.ups.counts","broad.jump_cm"
28,"1",174.5,69.4,1,0,0,35.8,19.5,53,195
35,"1",171.5,76.2,1,1,1,42.3,18.4,55,214
25,"1",171.4,69.4,1,1,2,41.2,19,45,232
32,"1",164,65.8,1,1,2,36.3,4.8,37,191
27,"0",160.4,55.68,1,0,1,29,24.5,64,173
63,"1",166.8,58.4,1,1,1,33,10.4,30,181
26,"1",167.3,63.3,0,0,2,40.7,18.1,56,277
28,"1",167.8,65.5,1,1,2,53.6,16.2,40,220
35,"0",159.4,55.7,2,1,0,21.2,21.8,30,156
56,"1",171.4,75,1,1,2,44.9,18.7,36,180
24,"0",166.6,66,2,0,1,31.3,22,40,165
42,"1",181.6,79.6,1,1,2,45.5,7.6,43,229
27,"1",180,92.6,1,1,2,38.5,3.2,40,207
46,"1",172.5,78.7,1,1,1,52.3,9.1,38,218
28,"1",173.3,70.8,1,1,2,45.4,11.6,53,232
48,"1",175.3,96.7,2,1,2,30.7,-8.7,26,185
28,"1",171.6,62.2,0,1,0,40.9,11.4,39,235
37,"1",169.3,73.84,1,1,2,38.9,15.6,45,183
35,"1",168.1,67.1,1,1,1,40.4,14.5,44,228
37,"1",170,83.6,1,1,2,62.3,25.3,57,224
28,"0",167,60.5,1,1,1,25.2,20.8,47,210
30,"1",171.5,70.7,1,1,0,45.5,16.1,66,228
50,"1",167.8,76.1,1,1,1,43.9,13.9,50,193
22,"0",167.4,66.2,2,0,0,28.5,11.2,38,0
46,"1",170,77.1,1,1,2,43.3,8.4,31,200
31,"0",165.1,55.1,1,1,0,23.7,0,27,136
54,"0",164.6,67.1,1,1,1,30.9,23.6,37,168
36,"0",155.4,49.9,1,1,0,27.5,20.8,32,159
37,"1",171.9,96.6,2,2,2,39.5,14.4,18,193
37,"1",172,73.1,0,1,1,56,14.3,38,242
21,"1",183.5,88.7,1,1,1,49.5,-5.3,26,201
62,"0",152.7,59.8,2,0,0,21.7,20.7,19,124
47,"0",153.5,54.4,2,1,1,28.1,18.1,31,117
24,"0",160.4,58.7,1,1,0,29.6,22.1,54,187
26,"1",174.8,81.8,1,1,1,47.1,23.2,48,238
29,"0",161.1,55.9,2,0,1,25,16,3,122
60,"0",155.1,52.2,2,0,0,21.5,24,30,116
45,"1",174.5,87.7,2,1,2,48.9,3.3,35,182
61,"0",164.7,82.3,2,1,2,23.5,15.2,0,51
63,"1",163.9,57.6,1,1,2,40.9,15.9,33,182
22,"0",152.9,45,1,1,0,24.9,22.4,46,182
21,"1",185.9,69.5,0,0,0,38.8,13.4,54,208
32,"1",177.3,77.5,1,1,0,52,22.3,58,252
26,"0",164.5,63.2,1,1,1,35.9,18.6,41,166
22,"1",179.3,75.1,1,1,1,52,6.3,53,182
28,"0",159.5,48.8,1,1,2,23.6,24,43,173
28,"0",160.6,53.3,1,1,2,26.4,19,52,157
30,"0",167.2,61,2,0,0,29,20.5,41,170
26,"0",159.3,49,1,1,1,21.3,21.1,54,171
63,"0",156.9,55.9,2,1,2,25.6,6,4,60
22,"0",164.2,47.4,1,0,1,21.4,22.4,44,190
23,"1",173,66.8,0,0,0,41,18.5,63,262
42,"1",172.2,70.9,1,1,2,39.3,17.5,44,216
24,"1",172,70.6,0,0,0,50.1,7.8,59,218
33,"1",186.8,117.5,1,1,1,64.9,19.3,49,213
34,"1",170.6,71.7,0,0,0,50.5,25.4,65,268
24,"0",168.2,54,1,0,0,24.1,27.5,39,159
22,"0",164.3,59.44,1,1,0,28.9,14.4,45,179
33,"0",154,54.7,2,1,1,22.5,18.3,28,136
60,"1",165.5,74.2,2,1,2,31.9,7.4,27,146
25,"1",171,77.4,1,1,2,44.1,17.4,49,223
27,"1",182,80.8,1,1,2,40.5,-1.6,52,222
26,"1",177,79,1,1,1,53.6,21.2,58,218
56,"0",159.5,50,1,1,1,24.7,25.7,25,139
63,"1",159.3,64.6,1,1,1,34.7,8.1,23,181
22,"1",169.3,62.3,1,0,0,40.9,3.7,42,217
24,"0",160.7,58.2,1,0,0,30.5,21.5,31,187
38,"1",173.5,77.7,1,1,2,46.9,13.1,39,215
54,"1",171.5,72.9,1,1,2,40.5,26.2,29,164
25,"1",182,93.5,1,1,2,53.1,21.2,47,192
59,"0",148.2,53.3,2,1,1,20.3,14,9,94
22,"0",163.2,52.4,1,1,1,27.5,29.1,40,185
24,"0",167.9,55.9,1,0,0,27.2,9.8,21,170
24,"0",164.9,55.4,1,0,0,28.3,24.6,47,168
22,"1",175.6,96.4,2,1,2,41.5,-0.4,34,159
55,"0",161,61.9,2,1,2,25.1,16.3,13,110
46,"0",163,63.8,2,0,0,17.2,-4,0,110
22,"0",168.6,71,2,1,1,27,30.6,30,212
26,"0",162.1,56.9,1,1,0,33,24.2,37,147
29,"1",166.8,69.2,1,1,1,34.6,10,35,183
46,"1",167.2,71.1,1,1,2,37.3,9.1,28,196
61,"1",161.1,66.1,1,1,2,42.7,4,37,173
21,"1",173.7,73,1,0,0,47.2,2.2,35,211
32,"0",151.2,52.4,2,1,1,23,19.7,33,104
27,"1",171.8,74.8,1,1,1,39.9,15.1,45,211
22,"1",179.4,70.5,1,1,0,41.1,22.2,51,222
58,"1",177.7,73.9,1,1,2,43,12.7,31,170
26,"1",172.3,65.9,0,1,1,43.1,11.7,50,237
21,"0",164.2,64,1,0,0,26.5,19.9,47,175
59,"1",169.4,75.9,1,1,1,40.1,15.9,27,191
24,"0",173.3,65.3,2,1,0,26.5,8.4,13,131
45,"1",168,62,0,1,1,37.8,20.2,54,211
22,"1",179.4,78.6,1,1,2,56.2,18.2,56,245
35,"1",191.6,125.7,2,1,2,58,9.2,52,228
28,"1",169.1,64,1,1,2,33,12,49,200
29,"0",158.4,57.22,1,0,1,27,26.1,43,142
60,"1",169.7,73.9,1,1,1,41.2,11.1,35,165
22,"1",184.9,73.9,0,1,2,56.8,18.2,67,275
21,"0",172.8,54.8,1,1,0,20.9,18.8,39,172
37,"1",173.4,70,1,1,1,46.1,6.8,39,228
35,"0",154,47.6,1,1,1,21.9,24.5,34,149
26,"0",170,58.9,1,1,1,33.3,25,37,161
57,"0",161.3,59.8,1,1,1,23.1,15.3,7,119
29,"1",177.9,65.2,0,1,2,44.5,18.6,53,239
35,"1",181.5,98.5,1,1,1,61.4,18,56,205
38,"1",167.7,67.9,1,1,1,39,20.9,57,225
28,"1",164.3,63.2,1,1,1,44.3,5.3,43,221
63,"1",167.4,59.8,1,1,2,37.8,11.7,19,184
47,"1",167.8,68.8,0,1,2,52.2,22.4,60,230
57,"1",168.2,74.5,1,1,2,46.8,5.8,35,197
30,"1",180,85.08,0,0,0,56.9,26.4,57,226
35,"1",164.6,66,1,1,1,36.4,27.3,46,198
24,"1",165.7,63.5,1,1,1,36.4,19.1,36,273
28,"0",158.6,45.8,1,1,0,20,18.3,29,158
59,"1",174.5,72.4,1,1,1,42,15.8,39,194
42,"1",172.1,65.74,1,1,1,36.3,3.7,26,214
45,"1",164.7,56.1,0,1,1,41,14.5,48,216
51,"0",163.3,55,1,1,2,27.6,16.4,25,126
39,"0",162.1,45,1,1,1,24.3,19.6,27,169
40,"1",169.5,75.6,1,1,1,47,19.1,28,209
25,"0",163.5,56.18,1,0,0,24.9,12.8,27,161
58,"0",155.6,82,2,1,2,22.1,5.1,12,95
29,"1",181.2,94.72,1,1,2,43.6,16.6,53,260
24,"1",172.1,72.4,1,1,2,42.5,7.7,57,234
58,"1",167.5,65.5,1,1,2,43.6,9.7,34,180
38,"0",156.3,44.9,1,0,0,23.9,-2.7,23,133
62,"1",172.1,71.52,1,0,0,37.2,3,42,185
35,"0",156.4,48.5,1,1,1,29.7,28.6,38,168
31,"0",159.3,47.9,1,1,1,27.4,25.4,57,211
51,"1",163.5,53.8,1,1,1,35.7,16.3,44,193
24,"1",174.9,75.1,1,1,1,39.7,15,44,200
30,"1",175.2,71.5,0,1,2,45.2,18.1,47,224
36,"1",172.5,80.8,1,1,1,49.3,17.5,55,212
36,"0",158.5,53.56,1,1,1,27.1,19.1,43,185
26,"0",160,62.4,2,0,0,32.5,21.9,42,177
39,"1",175.5,88.1,2,1,2,50.1,27.3,37,194
28,"1",169.1,70.8,1,1,1,38.3,12.3,38,205
31,"1",175.1,76.2,1,1,2,44.8,17.9,48,240
32,"1",167.1,69.5,1,0,0,46.5,8.6,42,201
21,"0",153.9,58.8,2,1,2,28.7,19.2,45,167
60,"1",164.3,74,1,1,1,32.9,16,28,191
23,"1",172.8,76.4,1,1,1,34.6,14.5,58,226
21,"1",186.4,92.5,0,1,1,47,24.9,71,255
45,"0",164,51.7,1,0,0,19,-14.3,12,150
31,"1",168.5,68.2,1,1,1,50.4,23.6,54,223
31,"1",168.4,63.38,1,1,1,44.2,17.5,51,227
26,"1",169.9,95.5,2,1,2,43.8,11.9,30,190
43,"0",162.7,51.1,1,0,0,17.1,17.1,20,136
28,"0",168.6,60.2,1,1,1,30,18.9,32,159
21,"1",157.5,45.5,0,1,1,31.1,4.6,41,216
26,"1",170.3,64.6,1,0,0,38.2,2.1,53,228
21,"0",168.2,77.9,2,0,0,34.4,17.5,48,176
21,"1",169.3,71.1,1,1,1,50.1,17.1,58,234
37,"1",172.1,72.5,1,1,0,34.2,16.8,31,194
61,"1",167.2,69.7,1,1,2,36.1,2.3,32,145
29,"0",160.7,49.24,1,1,0,29.2,19.4,44,197
59,"0",163.3,62.54,2,1,2,24.2,22.5,34,135
21,"1",173,70.3,0,1,1,43,15.4,54,260
21,"1",171,67.3,0,0,0,49.7,22.5,57,260
26,"1",176,80.5,0,1,1,48.7,20.2,61,245
31,"1",166.9,73.6,1,1,2,45.1,17.3,53,202
25,"0",158.1,56.3,1,0,0,21.9,6.1,19,141
23,"0",166,55.8,1,0,0,27,21,38,165
36,"1",170.4,66,1,1,1,40.8,19.7,55,239
25,"0",163.8,54.2,2,1,0,26.6,19.3,35,156
44,"1",185.6,87.1,1,1,2,51.6,14.2,41,225
34,"1",158.3,64.1,1,1,2,40,18.5,47,204
64,"1",160.5,67.9,1,1,2,41.3,6.5,27,180
23,"0",158.7,67.2,2,1,1,31.1,15.9,32,156
42,"0",165.4,65.9,1,1,0,38.5,26.2,50,184
28,"0",159.6,50.8,1,1,0,21,17.6,36,174
22,"1",176.5,69.88,1,1,2,43.2,16.9,50,220
61,"1",167.4,57.1,1,0,1,34.7,3.4,33,161
22,"1",166,76.1,1,1,2,37.1,17.8,61,226
32,"1",163.5,70.4,1,1,1,34.8,15.7,46,196
56,"0",158.6,59.74,1,1,0,23.2,22,20,156
25,"1",170.7,66.8,1,0,1,48.5,20.2,56,245
21,"1",185.8,83.6,0,1,2,45,-6.2,59,232
23,"0",152.7,48.08,1,0,1,29.3,21,41,182
28,"0",153.6,54.7,2,1,0,22.5,16,38,137
23,"1",172,72,1,1,0,29.2,1.8,45,213
45,"0",155.9,58.2,2,1,0,27.9,18.6,19,146
60,"1",172.5,73.9,1,1,1,40,13.5,36,189
33,"1",168.7,62.3,1,0,0,35.2,-6.9,28,195
53,"1",170.4,68.8,1,1,2,41.6,13.2,47,218
22,"1",169,73.8,1,0,1,40.7,12.7,63,236
45,"1",167.4,82.9,2,1,2,39.3,2.8,17,185
31,"1",185.3,93.14,1,1,2,44.3,14.5,51,230
25,"1",185,88.1,1,0,1,42.7,5.3,45,222
39,"1",169.9,62.7,1,0,1,39,24.8,57,192
22,"0",163.3,57.2,1,0,0,30,12.9,30,138
26,"1",181.9,87.3,1,0,1,47.7,5.8,49,193
35,"0",151.7,44.1,1,1,1,20.2,15.2,21,113
28,"1",180.1,75.4,1,0,1,51.8,9,58,220
39,"1",184.4,85.7,1,1,1,49.8,13.7,46,223
29,"1",171.5,75.36,1,1,2,42.5,21.9,51,217
40,"1",180.1,82.4,1,1,1,54.7,20,50,210
46,"1",168.4,75,1,1,0,44,16.4,41,195
29,"0",159.6,61.9,2,1,0,24,20.3,27,146
26,"1",165.9,68.7,1,1,2,54.1,24.5,68,220
36,"1",176.7,72.7,0,1,0,50.6,14.4,48,212
27,"0",174.4,64.4,1,1,0,34,21.5,45,156
36,"1",168,83.5,1,1,1,55.9,13,61,222
24,"0",161.7,50,1,1,1,18.2,15.5,20,114
26,"0",163.5,52,1,0,0,27.9,25.5,40,184
23,"0",175.1,70.8,2,1,1,31.3,24.4,40,179
48,"0",153,51.7,1,1,2,24.2,16.4,24,132
56,"1",162.7,74.8,2,1,2,36.6,3.9,24,160
23,"1",179,78.6,1,0,1,38.8,16.5,64,263
44,"1",167.1,59.9,1,1,1,42.1,14.9,42,206
21,"0",163.3,45.3,1,0,0,21.8,1.2,18,140
42,"1",174.7,76.2,1,1,0,43.4,23.4,34,239
52,"0",159,59.5,2,1,2,24.5,23,32,160
26,"1",171.1,72.7,1,1,2,38.9,7.2,41,199
29,"1",184.3,89.5,1,1,1,54.7,21.7,54,234
21,"0",163.4,55.92,2,1,0,28.3,31.5,43,186
60,"0",162.6,63.2,2,1,1,22.5,16.2,11,120
25,"0",163.5,54.5,1,1,0,26.1,25.4,41,175
23,"1",162.6,63.8,1,0,1,39.1,5.2,45,191
24,"0",163.7,61,2,1,1,17.6,7.9,0,113
53,"1",180.8,78,1,1,2,39.1,0.1,22,187
51,"0",159.6,79.9,2,1,1,19.6,11.1,14,160
37,"0",163.9,67,2,0,0,27.9,6,24,180
37,"0",155,71.1,1,1,1,26.3,6.7,22,144
37,"1",172.6,78.26,2,2,2,40.1,6.6,28,199
23,"1",175.2,70.8,1,0,0,44.4,11,44,196
61,"0",153.3,52.3,2,0,0,15.8,16.8,10,118
50,"1",167.8,69.6,1,1,2,41.7,14.8,58,212
38,"0",170.6,62.8,2,1,1,19.2,19.1,21,172
35,"1",179,79,0,1,2,56.7,29.3,62,259
26,"0",154.5,60.4,2,1,1,26.5,22.3,28,165
25,"1",172.5,62.4,0,1,0,41.8,18.7,53,241
62,"1",176.5,70.9,1,1,1,31.9,3.6,28,151
34,"0",159.4,69.2,2,1,1,31.2,22.4,31,168
32,"0",153.6,49.4,2,0,0,19.6,24.8,33,135
27,"0",166.3,52.3,1,1,1,30,20.5,43,146
33,"1",169.3,71.1,1,1,1,45.8,17.2,52,223
30,"1",172.9,82.7,1,1,1,52.3,-7.5,28,203
56,"1",168.9,72.28,1,1,2,38.5,16.8,36,182
29,"1",187,85.3,0,1,2,54.5,17,59,234
36,"1",167.9,65.5,1,0,2,47.2,21.7,57,247
47,"0",158.2,55.9,1,1,2,26.8,6.3,19,129
64,"0",153.3,66.3,2,1,2,28.1,21.3,29,118
55,"1",172.9,67.5,1,0,0,42.4,8,32,183
27,"0",151.5,49.8,2,1,0,25.7,18.7,37,165
38,"0",166.6,64.6,1,1,2,30.8,23.6,42,168
24,"1",174.8,72.4,0,1,2,54.6,17.5,52,259
41,"0",165.2,67.5,2,1,1,27.4,19.9,35,177
58,"0",157.8,57.6,2,1,1,27.4,19.8,19,148
28,"1",178,82.2,1,1,1,32.5,23.6,36,214
23,"0",163.1,55.2,2,0,0,25.1,12.8,23,133
58,"1",168.7,76.1,1,1,1,34.5,2,0,0
21,"0",158,52.4,2,1,0,27.6,27.1,34,170
34,"1",171.1,68.4,1,0,0,39,18.7,52,232
50,"1",177.8,86.3,1,1,1,54.1,11.3,27,205
62,"0",149.1,60,2,1,1,22.5,17.4,20,119
27,"1",174.5,76.8,0,1,2,51.9,16,58,237
52,"1",145.8,58.6,2,1,1,19.9,13.2,10,50
44,"0",155,62,2,0,0,28,26.5,19,160
23,"0",168.8,59.3,1,1,0,30.1,24.2,39,216
59,"1",170.8,72.3,1,1,0,40.1,11,29,184
24,"1",181.4,86.8,1,1,1,51.8,18,46,242
28,"1",178,83.46,1,1,2,48.6,25.3,55,231
60,"0",169.3,61.3,1,1,1,31.9,22.8,30,164
41,"1",176,78.4,1,1,2,43.8,16.3,46,205
60,"1",164.7,55.8,1,1,2,27.2,14.1,27,165
57,"0",154.3,62.7,2,1,1,24,21.8,29,147
23,"0",165.9,55.5,1,0,1,19.6,18.7,48,155
33,"1",172.7,66.1,1,0,0,42.4,18,51,221
37,"0",167.8,70,2,1,0,26.1,-2.8,13,142
63,"1",167.6,57.5,0,1,1,43,12.6,28,197
26,"1",172.1,73,1,1,2,52.9,11.6,47,214
26,"0",170.4,66.8,1,1,1,24.3,16.2,48,153
63,"0",150.2,51.9,2,1,2,19.8,18.8,19,123
21,"1",177.6,74.5,2,0,1,44.9,26.1,59,235
57,"1",175.5,82.3,1,1,2,42.5,10.4,27,183
26,"1",172,76.7,1,1,2,39.1,-25,22,197
50,"1",173.6,68.9,1,1,2,42.2,16.4,56,195
43,"0",159.9,56.4,1,0,0,25,17,23,165
61,"1",177.8,78.1,1,1,1,51.9,3.5,47,140
21,"1",172.5,71.3,1,0,2,37.3,16.2,37,222
56,"1",167.3,54.7,1,0,0,36.6,20.5,38,205
39,"1",178.3,80.3,1,1,1,49.7,8.9,36,201
61,"1",159.4,56.3,1,1,2,28,4.8,26,169
26,"0",158.2,60.9,2,1,0,34,26,50,173
25,"1",171.9,80.5,1,1,0,41,14.2,15,202
29,"0",162.5,57.2,2,1,0,24.7,19.8,36,167
25,"0",159,50.3,1,0,1,29.8,20.7,44,186
45,"0",159,50.1,1,1,1,32.6,28.8,59,212
27,"1",176,70.8,1,0,0,60.2,17.2,66,241
27,"0",168.1,72.7,2,1,2,28.5,8.1,25,121
26,"1",176.1,73.7,1,0,1,42.4,17.9,57,234
50,"1",165.5,71.6,1,1,2,45.1,0.8,45,217
22,"1",170.3,63.1,1,1,1,31.7,14.9,51,206
35,"1",168.1,67.6,0,0,0,47.3,26.7,65,214
27,"1",171,63.5,0,1,2,35.6,2.7,47,229
24,"1",170.2,79.7,0,1,2,51.7,17,64,259
25,"1",162.9,60.3,1,0,0,35.1,9.5,38,195
21,"1",171.9,61.4,1,1,1,32.1,8.3,44,194
64,"1",163.4,62.1,1,1,2,35.1,15.5,27,175
21,"1",179.1,70.5,0,1,2,46.5,9.3,47,240
60,"0",153.2,50.2,2,1,2,28.1,20.4,3,118
52,"1",169.3,68.8,1,1,1,44.1,11.3,36,182
35,"1",173.7,68.5,1,1,2,43.5,13.5,43,195
35,"1",169.7,97.26,2,1,1,43.3,5.3,24,200
58,"1",177.4,73.2,1,1,2,20.5,17.9,36,194
41,"1",170.2,85.4,1,1,1,49.1,13.4,42,225
23,"1",182.8,88.8,1,1,2,42.1,16.4,55,221
47,"1",176.5,77,1,1,2,40.1,19.4,47,213
30,"1",180.3,89.2,1,0,1,60.2,18,61,260
62,"0",162.8,58.2,1,1,1,22,20,26,120
48,"1",179.2,79.7,1,1,0,42,17,31,215
57,"0",160.4,62.4,2,0,1,24.9,19.5,15,148
32,"1",175.7,61.3,1,1,1,41.1,-2.5,35,198
30,"1",167.2,60.6,1,1,2,44.9,9.6,41,193
23,"1",168.7,61,0,1,0,36.3,24.4,59,242
23,"1",179.6,67.6,1,1,1,37.8,14.9,44,175
61,"1",177.5,68.4,1,0,0,39.7,3.5,24,197
53,"0",163.9,60.8,2,1,2,21.3,4.1,17,130
27,"0",163.2,53.8,1,1,2,29.1,20.1,41,201
47,"0",164.7,55.3,1,0,0,22.6,19.5,26,138
47,"0",159.9,52,1,0,0,27.4,24.4,31,164
34,"1",175.6,89.5,1,1,1,44.8,16.5,42,206
27,"1",173.6,69.2,0,1,1,50,21,51,245
21,"0",152.5,47,2,0,0,17.5,1.3,9,139
22,"1",187,101.3,1,1,1,47,8.6,56,242
21,"0",160.7,49.6,1,1,1,24.6,21.1,56,166
38,"1",176.6,69.1,0,1,2,43.9,27.5,53,250
32,"1",176.1,75.5,1,1,2,55.7,6.6,53,210
54,"0",156.8,60.6,2,1,0,33.4,24,34,162
23,"0",155.8,50.4,1,0,0,23.9,19.2,32,162
26,"1",176.3,75.02,1,1,1,43,11.3,54,216
22,"0",170.8,66.5,2,1,1,27.5,22.7,37,166
61,"1",167,62.92,1,1,1,31.5,2.6,36,181
32,"1",179.3,86,1,1,1,52.6,10.5,46,192
48,"1",175,84.3,1,1,1,37,-2.4,24,171
37,"0",161.2,53.6,2,0,1,25.4,21.1,19,173
34,"1",169.4,77.1,1,1,2,51.5,25.9,47,217
26,"0",165.3,55.4,1,1,1,26.3,24.6,28,156
45,"0",149,45.9,2,1,1,20.5,6.7,22,138
21,"1",174.4,72.8,1,0,0,49.9,17.8,42,229
30,"0",161.9,67.9,1,1,1,44.1,25.1,39,222
48,"1",168.1,68,1,1,2,37,-0.2,17,169
29,"0",163,58.9,1,1,0,26.1,23,44,165
58,"0",160.2,57.2,2,0,0,22.2,14.5,12,103
39,"0",159.8,53.7,1,1,2,30,20.9,36,185
26,"1",183,71.1,1,0,0,40.3,18.7,54,222
26,"0",160.7,70.4,2,0,1,28.4,17.6,33,165
39,"1",173.9,65.5,0,1,1,47.8,16,54,255
26,"1",186,79.3,1,0,2,50.9,5.3,45,176
21,"1",178.7,65.4,0,0,2,43,18.5,56,237
21,"1",172.8,79.5,1,0,1,48,0.9,53,227
43,"1",175,69.5,1,1,2,38.3,19.8,51,227
33,"1",184.5,108.3,2,1,2,58.7,16.7,50,224
28,"1",172,68.6,0,0,1,50,15.5,52,242
30,"1",179,68.8,0,0,0,52,19,54,233
61,"0",159.6,63.1,2,0,0,22.4,12,18,117
26,"1",183.3,77.7,1,1,1,43.6,14.3,50,218
44,"0",156.3,62.1,2,0,1,26.9,13.3,37,155
54,"1",174.4,74.4,1,1,1,34.8,8.3,29,160
31,"1",168.1,74.4,1,1,2,40.1,17.6,40,195
51,"1",166.1,70.9,1,1,2,52.3,13.7,54,207
59,"1",178.9,83.6,1,1,1,46.9,8.6,42,180
27,"1",182.6,74.42,1,1,0,51.4,19,57,226
42,"0",158.1,62.1,1,1,1,30.4,20.1,32,146
21,"0",172.9,68.36,2,0,0,21.9,24,42,178
59,"0",153.4,53.3,1,1,2,28.8,14,30,128
27,"1",178.8,66.4,0,1,2,43.9,8.9,39,268
21,"1",172.6,71.7,0,1,1,51.2,13.6,62,232
22,"0",165.3,51.5,1,1,1,25.2,28.5,57,173
28,"0",165,76.5,1,0,0,39.6,23,39,185
23,"1",172.5,67.5,1,0,0,49,2.2,57,241
27,"1",176.5,70,1,1,1,65.3,20.5,51,219
26,"1",179.9,82.5,1,1,1,46.4,22.7,31,248
56,"0",159.5,53.9,2,0,1,20.7,32,24,135
22,"0",158.9,52.6,1,0,0,17.2,20.4,23,137
49,"1",167.7,72,1,1,1,43.1,21,41,209
24,"0",161.1,48.1,1,0,0,29.6,24.7,46,164
39,"1",171.8,70.1,1,1,1,55.5,15.8,58,220
23,"1",183.2,74.4,0,0,0,53.7,13.9,64,218
21,"1",177.2,70.4,1,0,0,35.5,14.1,35,213
57,"1",169.9,69.5,1,1,2,48.6,11.1,26,164
21,"1",175.3,80.3,0,1,1,52.2,24.5,59,245
60,"0",157.5,59.4,1,1,0,30.1,29.6,28,152
44,"1",185.3,82.7,1,1,0,39.1,8.5,40,220
21,"1",169.5,76,1,1,0,41.4,3.6,57,211
26,"0",168.5,57.58,1,1,1,27.8,22.1,37,159
24,"1",161.1,53.7,0,0,1,41.8,24.3,60,248
48,"0",170.1,83.5,2,1,1,29.9,12,17,105
63,"1",163.4,56.64,1,0,1,29.8,11.6,22,159
25,"1",180.9,91.2,1,1,0,53.8,21.3,55,259
49,"1",171.3,71.9,1,1,1,47.5,9.4,48,201
60,"1",170,74.8,1,1,2,34.9,8.2,29,161
28,"1",179.7,74.1,1,0,1,37.1,25.5,45,222
21,"1",171.2,65.5,1,1,1,43.7,20.4,45,224
23,"1",179,86.9,1,1,1,46.6,19.6,56,207
38,"1",177,75,0,1,2,52.1,17.8,62,257
28,"1",181.9,78.4,0,1,1,49,26.4,55,258
23,"0",163.6,54.7,1,0,1,23,21,48,127
21,"0",169.5,83.7,2,1,1,21.6,20.3,43,166
45,"1",180.9,78.6,1,1,2,52.6,19.5,25,214
24,"0",163.7,53.4,1,1,1,25.7,12.1,37,181
27,"1",174,70.5,1,1,2,39.9,10.7,42,246
58,"0",150.4,60.8,2,0,1,33.1,7.3,22,122
31,"1",174.2,83.3,0,1,1,55.2,18.4,58,247
23,"1",167,59.6,0,0,1,40,15.3,32,212
29,"1",182,77.2,1,1,1,52.9,5.3,56,234
22,"1",183,78.3,1,1,1,46.2,5.6,62,206
44,"0",159.7,58.8,2,1,0,23.5,21.9,20,132
21,"1",183.3,76.5,0,0,0,41.5,16.3,59,227
23,"0",168.1,55.9,1,0,0,28.2,15.5,35,160
56,"1",178,71.9,1,1,1,29.6,4.9,41,175
24,"0",165.7,58.2,1,1,1,26.8,20.9,52,180
23,"1",175.3,77.5,1,1,1,43.9,11,37,208
58,"1",168.6,100.4,2,1,2,43.1,0.1,37,171
48,"1",172,75,2,1,1,31.9,6.5,21,202
21,"1",183,67,0,0,1,35.4,4.2,54,205
26,"1",179.9,83.4,1,1,1,42.1,-5.3,60,233
63,"1",167.2,73.3,1,1,2,53.3,24.6,31,189
25,"1",179.7,79,0,1,2,53.9,17.2,58,220
32,"1",170.3,66.3,0,1,2,47.9,16.7,51,247
59,"0",152.6,61.5,2,0,1,21.1,16.8,22,120
36,"1",179.1,72.3,1,1,1,44.2,9.7,39,217
40,"1",183.7,97.7,2,1,2,47.3,14,32,206
29,"1",170.5,68.4,0,1,1,39.8,23.3,48,247
27,"1",171.8,70.4,1,1,1,44.7,13.8,55,247
24,"0",166.6,50.5,1,0,0,22.6,31,50,198
33,"0",163.7,49.1,1,1,0,21.6,13.9,38,191
49,"1",176.9,73.2,1,1,1,53.9,17.5,50,219
32,"1",191.4,93.3,0,1,2,58.7,15.5,35,235
57,"0",155.4,53.8,1,1,1,27.6,21.8,35,140
28,"1",178.8,68.3,1,0,0,35.1,-13.2,49,189
52,"1",174,73.2,1,1,1,46.1,10.2,46,198
28,"0",162.8,56.8,1,1,0,32.6,20.9,44,186
44,"0",164.5,63.6,1,1,1,28.6,19.9,38,138
21,"0",162,48.3,1,1,0,24,24,28,139
58,"1",170,79.8,1,1,2,28.7,21.7,26,166
27,"1",171.8,75.1,1,1,2,42.7,8.6,54,211
64,"1",166.2,62.5,1,1,2,37.1,13.3,32,177
25,"1",172,65.9,1,1,2,38.1,12.2,54,227
28,"0",171.5,64,1,1,1,31.4,18.5,36,198
48,"0",151.3,49.4,1,0,0,18.7,8.5,21,149
62,"1",167.8,65.42,1,1,2,28.6,10.5,17,153
33,"1",179.5,79.5,0,1,1,46.3,19.2,60,269
34,"1",180.7,84.9,1,1,2,33.9,15.3,57,255
60,"1",173.5,75.2,1,1,0,47,12.5,26,196
25,"1",168.8,87.3,1,1,2,60.9,20.7,68,230
25,"1",175.2,73.9,0,1,2,54.3,18.4,58,252
21,"0",167.7,61.1,1,0,0,23.5,22.9,21,172
37,"0",166.4,58.2,1,1,1,29.1,21.7,37,170
25,"1",173.4,72.32,1,1,1,45.8,12,52,229
51,"1",165.7,58.1,1,1,2,36.3,12.1,29,200
22,"0",164.6,54.1,1,0,0,28.9,18.8,50,158
51,"1",163.1,67.7,1,1,2,41.8,5.3,42,197
31,"1",172.2,64.1,1,0,0,33.3,10.8,37,200
24,"0",160.4,52.2,1,1,1,31.8,26.3,46,161
61,"1",169,72.4,1,1,0,30.7,23.8,37,187
26,"1",177.8,71,1,0,0,48.3,-6,35,190
40,"1",173.8,73.2,0,1,2,46.9,15,50,250
37,"1",178.8,86.1,1,1,2,36.8,16.7,41,209
21,"0",160.6,53,1,0,0,26.9,25.7,25,189
44,"0",162.3,55.1,1,1,1,25.2,17.8,36,145
32,"1",179.8,81.9,1,1,2,47.8,6.7,49,252
27,"1",177,69.48,0,0,1,39.5,6,58,221
